lsoa_zone_id,msoa_zone_id,lsoa_to_msoa,msoa_to_lsoa
E01020225,E02004215,1,0.239570711
E01020216,E02004215,1,0.274363857
E01019982,E02004153,1,0.218839448
E01019984,E02004153,1,0.179807442
E01019985,E02004153,1,0.182149362
E01019980,E02004153,1,0.228337237
E01019983,E02004153,1,0.190866511
E01020172,E02004200,1,0.355301415
E01020173,E02004200,1,0.260127932
E01020179,E02004200,1,0.384570653
E01019905,E02004143,1,0.299275819
E01019907,E02004143,1,0.240239295
E01019906,E02004143,1,0.232525189
E01019904,E02004143,1,0.227959698
E01015136,E02003152,1,0.144518755
E01015135,E02003152,1,0.203547543
E01015137,E02003152,1,0.162838034
E01015141,E02003152,1,0.167393622
E01015139,E02003152,1,0.133759814
E01015138,E02003152,1,0.187942231
E01015131,E02003151,1,0.217795485
E01015126,E02003151,1,0.194555113
E01015127,E02003151,1,0.194555113
E01015132,E02003151,1,0.198804781
E01015133,E02003151,1,0.194289509
E01020207,E02004213,1,0.345041846
E01020191,E02004213,1,0.261476033
E01020194,E02004213,1,0.193127061
E01020256,E02004213,1,0.20035506
E01019893,E02004134,1,0.266096137
E01019903,E02004134,1,0.175077981
E01019891,E02004134,1,0.124450132
E01019892,E02004134,1,0.43437575
E01032628,E02004132,1,0.27
E01019960,E02004132,1,0.161954023
E01019959,E02004132,1,0.143448276
E01019925,E02004132,1,0.147816092
E01019962,E02004132,1,0.276781609
E01019916,E02004147,1,0.303018216
E01019917,E02004147,1,0.207153304
E01019919,E02004147,1,0.22829411
E01019918,E02004147,1,0.26153437
E01015105,E02003138,1,0.198342759
E01015100,E02003138,1,0.195186111
E01015103,E02003138,1,0.194923057
E01015098,E02003138,1,0.222938314
E01015099,E02003138,1,0.188609759
E01020272,E02004210,1,0.27528338
E01020271,E02004210,1,0.236272634
E01020264,E02004210,1,0.21860739
E01020269,E02004210,1,0.269836596
E01020330,E02004230,1,0.248640764
E01020329,E02004230,1,0.217743005
E01020327,E02004230,1,0.221190823
E01020328,E02004230,1,0.312425408
E01020214,E02004216,1,0.273661439
E01020213,E02004216,1,0.262484226
E01020212,E02004216,1,0.227510366
E01020215,E02004216,1,0.23634397
E01020013,E02004161,1,0.174257902
E01020010,E02004161,1,0.238793414
E01020015,E02004161,1,0.238553059
E01019988,E02004161,1,0.169210431
E01020014,E02004161,1,0.179185194
E01015180,E02003149,1,0.192200269
E01015179,E02003149,1,0.176890452
E01015181,E02003149,1,0.21837178
E01015052,E02003149,1,0.208441088
E01015182,E02003149,1,0.20409641
